Song,Artist,Date,Streams,Rank,Country
Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",2020-08-31,"2,732",54,Ukraine
Проснулся В Темноте,GONE.Fludd,2020-08-31,"2,704",55,Ukraine
Brooklyn,"Miyagi & Andy Panda, TumaniYO",2020-08-31,"2,697",56,Ukraine
Blueberry Faygo,Lil Mosey,2020-08-31,"2,678",57,Ukraine
Дорадура,дора,2020-08-31,"2,652",58,Ukraine
How You Like That,BLACKPINK,2020-08-31,"2,639",59,Ukraine
Toosie Slide,Drake,2020-08-31,"2,636",60,Ukraine
SICKO MODE,Travis Scott,2020-08-31,"2,625",61,Ukraine
THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",2020-08-31,"2,617",62,Ukraine
goosebumps,Travis Scott,2020-08-31,"2,561",63,Ukraine
Yamakasi,Miyagi & Andy Panda,2020-08-31,"2,542",64,Ukraine
Kosandra,Miyagi & Andy Panda,2020-08-31,"2,542",65,Ukraine
Новый Мерин,MORGENSHTERN,2020-08-31,"2,529",66,Ukraine
ВТОРНИК,GONE.Fludd,2020-08-31,"2,488",67,Ukraine
"The Plan - From the Motion Picture ""TENET""",Travis Scott,2020-08-31,"2,484",68,Ukraine
The Box,Roddy Ricch,2020-08-31,"2,484",69,Ukraine
Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,2020-08-31,"2,462",70,Ukraine
Кино,MACAN,2020-08-31,"2,461",71,Ukraine
Angry toy$ - Prod. Ray Qwa,Boulevard Depo,2020-08-31,"2,454",72,Ukraine
Инкассатор,ROCKET,2020-08-31,"2,432",73,Ukraine
Falling,Trevor Daniel,2020-08-31,"2,431",74,Ukraine
ЮМОРИСТ - Original Motion Picture Soundtrack,FACE,2020-08-31,"2,430",75,Ukraine
Малолетка,Max Korzh,2020-08-31,"2,429",76,Ukraine
Цепи,"Scriptonite, 104",2020-08-31,"2,428",77,Ukraine
27,FEDUK,2020-08-31,"2,422",78,Ukraine
Mood (feat. iann dior),24kGoldn,2020-08-31,"2,420",79,Ukraine
death bed (coffee for your head),"Powfu, beabadoobee",2020-08-31,"2,418",80,Ukraine
ily (i love you baby) (feat. Emilee),Surf Mesa,2020-08-31,"2,417",81,Ukraine
Втюрилась,дора,2020-08-31,"2,394",82,Ukraine
Мы открываем бизнес (Skit),SHOOVAL,2020-08-31,"2,390",83,Ukraine
РАТАТАТАТА,"MORGENSHTERN, Vitya AK",2020-08-31,"2,371",84,Ukraine
Over Now (with The Weeknd),Calvin Harris,2020-08-31,"2,350",85,Ukraine
Привычка,"Scriptonite, Andy Panda, 104",2020-08-31,"2,335",86,Ukraine
Танцы,ssshhhiiittt!,2020-08-31,"2,330",87,Ukraine
Boom Boom,"LOBODA, PHARAOH",2020-08-31,"2,318",88,Ukraine
Двигаться,Raim,2020-08-31,"2,288",89,Ukraine
Всё в порядке,DK,2020-08-31,"2,252",90,Ukraine
Без ключа,PHARAOH,2020-08-31,"2,231",91,Ukraine
911,Eldzhey,2020-08-31,"2,221",92,Ukraine
Feel Right Bounce (Rmx),"7th Ward Shorty, Big Freedia",2020-08-31,"2,219",93,Ukraine
молчи,кис-кис,2020-08-31,"2,217",94,Ukraine
ДЕВОЧКА С КАРЕ,MUKKA,2020-08-31,"2,212",95,Ukraine
Ананасовый сироп,"Natan, Gunwest",2020-08-31,"2,201",96,Ukraine
Мультибрендовый,"Scriptonite, 104, T-Fest, Niman",2020-08-31,"2,171",97,Ukraine
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2020-08-31,"2,165",98,Ukraine
Плачу на техно,"Cream Soda, HLEB",2020-08-31,"2,165",99,Ukraine
Gimme The Loot,Big Baby Tape,2020-08-31,"2,148",100,Ukraine
Last Dance,Vremya i Steklo,2020-08-31,"2,145",101,Ukraine
Малый повзрослел,Max Korzh,2020-08-31,"2,134",102,Ukraine
Серпантин,Markul,2020-08-31,"2,127",103,Ukraine
Конфеты,"Markul, Платина",2020-08-31,"2,111",104,Ukraine
Там ревели горы,Miyagi & Andy Panda,2020-08-31,"2,098",105,Ukraine
Любимка,NILETTO,2020-08-31,"2,080",106,Ukraine
Come & Go (with Marshmello),Juice WRLD,2020-08-31,"2,070",107,Ukraine
She Wants,ROCKET,2020-08-31,"2,063",108,Ukraine
my future,Billie Eilish,2020-08-31,"2,046",109,Ukraine
Star Shopping,Lil Peep,2020-08-31,"2,045",110,Ukraine
After Party,Don Toliver,2020-08-31,"2,038",111,Ukraine
Не Киряй,"MUKKA, Три дня дождя",2020-08-31,"2,029",112,Ukraine
Utopia,Miyagi & Andy Panda,2020-08-31,"2,028",113,Ukraine
Антигерой,Mnogoznaal,2020-08-31,"2,021",114,Ukraine
Freak (feat. REI AMI),Sub Urban,2020-08-31,"2,016",115,Ukraine
Рашан моуст уонтэд,kizaru,2020-08-31,"2,006",116,Ukraine
На своём вайбе (feat. Гуф),"Jah Khalib, GUF",2020-08-31,"1,992",117,Ukraine
А если это любовь?,HammAli & Navai,2020-08-31,"1,990",118,Ukraine
ODIUM,LXST CXNTURY,2020-08-31,"1,989",119,Ukraine
Малиновый закат,Max Korzh,2020-08-31,"1,977",120,Ukraine
Fly 2,"Zivert, NILETTO",2020-08-31,"1,976",121,Ukraine
Август,Intelligency,2020-08-31,"1,951",122,Ukraine
Бандана,Платина,2020-08-31,"1,947",123,Ukraine
Мне пох,"Klava Koka, MORGENSHTERN",2020-08-31,"1,942",124,Ukraine
Разнесем,Max Korzh,2020-08-31,"1,933",125,Ukraine
Head & Heart (feat. MNEK),Joel Corry,2020-08-31,"1,921",126,Ukraine
Грустная Песня (feat. Егор Крид & MORGENSHTERN),"THRILL PILL, Egor Kreed",2020-08-31,"1,915",127,Ukraine
Yung Hefner,MORGENSHTERN,2020-08-31,"1,910",128,Ukraine
СИЛЬНО,MONATIK,2020-08-31,"1,898",129,Ukraine
Серпантин,ATL,2020-08-31,"1,874",130,Ukraine
Кукла колдуна,Korol i Shut,2020-08-31,"1,861",131,Ukraine
Perfect World,ROCKET,2020-08-31,"1,861",132,Ukraine
Номера,LSP,2020-08-31,"1,856",133,Ukraine
Lucid Dreams,Juice WRLD,2020-08-31,"1,848",134,Ukraine
Credo,Zivert,2020-08-31,"1,843",135,Ukraine
B.I.D,Markul,2020-08-31,"1,842",136,Ukraine
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020-08-31,"1,840",137,Ukraine
Девочка с картинки,Egor Kreed,2020-08-31,"1,839",138,Ukraine
Wishing Well,Juice WRLD,2020-08-31,"1,837",139,Ukraine
Cry About It Later,Katy Perry,2020-08-31,"1,836",140,Ukraine
ВЕСНУШКИ,Tima Belorusskih,2020-08-31,"1,833",141,Ukraine
Party Girl,StaySolidRocky,2020-08-31,"1,817",142,Ukraine
Break My Heart,Dua Lipa,2020-08-31,"1,811",143,Ukraine
Ламбада,"T-Fest, Scriptonite",2020-08-31,"1,808",144,Ukraine
СМУЗИ,The Limba,2020-08-31,"1,806",145,Ukraine
GOOBA,6ix9ine,2020-08-31,"1,800",146,Ukraine
A A A,"ROCKET, LILDRUGHILL",2020-08-31,"1,791",147,Ukraine
Надежда,FACE,2020-08-31,"1,787",148,Ukraine
Между Нами,LIZER,2020-08-31,"1,785",149,Ukraine
Baby,ROCKET,2020-08-31,"1,764",150,Ukraine
Стресс,"SALUKI, LSP",2020-08-31,"1,764",151,Ukraine
Горы по колено,Max Korzh,2020-08-31,"1,760",152,Ukraine
Spirits,The Strumbellas,2020-08-31,"1,750",153,Ukraine
На лету,V $ X V PRiNCE,2020-08-31,"1,742",154,Ukraine
Infinite Tsukuyomi,ROCKET,2020-08-31,"1,742",155,Ukraine
Everything Black,"Unlike Pluto, Mike Taylor",2020-08-31,"1,741",156,Ukraine
Rain On Me (with Ariana Grande),Lady Gaga,2020-08-31,"1,740",157,Ukraine
Stunnin' (feat. Harm Franklin),Curtis Waters,2020-08-31,"1,739",158,Ukraine
Air Force 1,lil krystalll,2020-08-31,"1,727",159,Ukraine
NBA (Не мешай),"RSAC, ELLA",2020-08-31,"1,721",160,Ukraine
Бумажный дом,МОТ,2020-08-31,"1,717",161,Ukraine
Не по пути,PHARAOH,2020-08-31,"1,706",162,Ukraine
Покинула чат,Klava Koka,2020-08-31,"1,703",163,Ukraine
Surname (Prod. DJ Tape & Aarne),Big Baby Tape,2020-08-31,"1,702",164,Ukraine
Silence,Max Barskih,2020-08-31,"1,699",165,Ukraine
Say No Mo,kizaru,2020-08-31,"1,690",166,Ukraine
Take You Dancing,Jason Derulo,2020-08-31,"1,679",167,Ukraine
Днями-ночами,"pyrokinesis, MUKKA",2020-08-31,"1,677",168,Ukraine
3x3,"Gruppa Skryptonite, 104, T-Fest",2020-08-31,"1,667",169,Ukraine
SAD!,XXXTENTACION,2020-08-31,"1,655",170,Ukraine
Money long,kizaru,2020-08-31,"1,651",171,Ukraine
Гостиница Космос,Mnogoznaal,2020-08-31,"1,647",172,Ukraine
Евгений Онегин,kizaru,2020-08-31,"1,642",173,Ukraine
СПАСАТЕЛЬНЫЙ КРУГ,FACE,2020-08-31,"1,641",174,Ukraine
Веселая песня,"Egor Kreed, MORGENSHTERN",2020-08-31,"1,636",175,Ukraine
Hokage,Big Baby Tape,2020-08-31,"1,630",176,Ukraine
Ау,"10AGE, Ramil'",2020-08-31,"1,620",177,Ukraine
что для тебя красота,maslo chernogo tmina,2020-08-31,"1,616",178,Ukraine
X2 - Prod. Gredy,Boulevard Depo,2020-08-31,"1,607",179,Ukraine
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,2020-08-31,"1,607",180,Ukraine
Пачка сигарет,LIZER,2020-08-31,"1,604",181,Ukraine
Still Don't Know My Name,Labrinth,2020-08-31,"1,600",182,Ukraine
Девочка танцуй,Artik & Asti,2020-08-31,"1,597",183,Ukraine
Ты беспощадна,JONY,2020-08-31,"1,596",184,Ukraine
Это любовь,Scriptonite,2020-08-31,"1,593",185,Ukraine
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",2020-08-31,"1,593",186,Ukraine
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,2020-08-31,"1,579",187,Ukraine
Нон стоп,Poshlaya Molly,2020-08-31,"1,574",188,Ukraine
Dance Monkey,Tones And I,2020-08-31,"1,568",189,Ukraine
ROXANNE,Arizona Zervas,2020-08-31,"1,561",190,Ukraine
Be Kind (with Halsey),Marshmello,2020-08-31,"1,560",191,Ukraine
Дежавю - UA VERSION,Artem Pivovarov,2020-08-31,"1,529",192,Ukraine
Mood Swings (feat. Lil Tjay),Pop Smoke,2020-08-31,"1,524",193,Ukraine
77,MACAN,2020-08-31,"1,511",194,Ukraine
I Got Love,"MiyaGi & Endspiel, Rem Digga",2020-08-31,"1,506",195,Ukraine
Остров,МЫ,2020-08-31,"1,505",196,Ukraine
Пачка сигарет,Kino,2020-08-31,"1,501",197,Ukraine
Веселей,Scriptonite,2020-08-31,"1,500",198,Ukraine
НЕ ЖАЛЬ,"104, MiyaGi, Scriptonite",2020-08-31,"1,498",199,Ukraine
Save That Shit,Lil Peep,2020-08-31,"1,494",200,Ukraine
Дежавю,kizaru,2020-09-02,"7,346",1,Ukraine
Blinding Lights,The Weeknd,2020-09-02,"7,294",2,Ukraine
WAP (feat. Megan Thee Stallion),Cardi B,2020-09-02,"6,966",3,Ukraine
Поболело и прошло,HENSY,2020-09-02,"6,759",4,Ukraine
Cadillac,"MORGENSHTERN, Eldzhey",2020-09-02,"6,234",5,Ukraine
Dynamite,BTS,2020-09-02,"5,937",6,Ukraine
X.O,"The Limba, Andro",2020-09-02,"5,899",7,Ukraine
Юность,Dabro,2020-09-02,"5,705",8,Ukraine
Wanna Be Me - Dirty Sole Screw,"Ex Rated Lover, J.A.M.O.N",2020-09-02,"5,505",9,Ukraine
Сияй,Ramil',2020-09-02,"5,317",10,Ukraine
Fendi,Rakhim,2020-09-02,"5,223",11,Ukraine
Тепло,Max Korzh,2020-09-02,"5,089",12,Ukraine
Меня не будет,"ANIKV, SALUKI",2020-09-02,"5,003",13,Ukraine
Friendly Fire - Prod. Avepack,Boulevard Depo,2020-09-02,"4,995",14,Ukraine
Ice Cream (with Selena Gomez),BLACKPINK,2020-09-02,"4,684",15,Ukraine
ICE (feat. MORGENSHTERN),MORGENSHTERN,2020-09-02,"4,604",16,Ukraine
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020-09-02,"4,534",17,Ukraine
Watermelon Sugar,Harry Styles,2020-09-02,"4,470",18,Ukraine
Колхозник,Mnogoznaal,2020-09-02,"4,404",19,Ukraine
Breaking Me,"Topic, A7S",2020-09-02,"4,211",20,Ukraine
Москва любит...,Scriptonite,2020-09-02,"4,160",21,Ukraine
Кобра,"The Hardkiss, MONATIK",2020-09-02,"4,034",22,Ukraine
Положение,Scriptonite,2020-09-02,"3,940",23,Ukraine
Midnight Sky,Miley Cyrus,2020-09-02,"3,932",24,Ukraine
Minor,Miyagi & Andy Panda,2020-09-02,"3,909",25,Ukraine
Narcos,kizaru,2020-09-02,"3,862",26,Ukraine
Roses - Imanbek Remix,SAINt JHN,2020-09-02,"3,612",27,Ukraine
Краш,"Klava Koka, NILETTO",2020-09-02,"3,552",28,Ukraine
2 типа людей,Max Korzh,2020-09-02,"3,465",29,Ukraine
неболей,"Basta, Zivert",2020-09-02,"3,305",30,Ukraine
Времена,Max Korzh,2020-09-02,"3,235",31,Ukraine
Вали,Канги,2020-09-02,"3,195",32,Ukraine
Ураган (feat. V $ X V PRiNCE),"GUF, Murovei",2020-09-02,"3,146",33,Ukraine
Laugh Now Cry Later (feat. Lil Durk),Drake,2020-09-02,"3,110",34,Ukraine
Smile (with The Weeknd),Juice WRLD,2020-09-02,"3,105",35,Ukraine
Such a Whore (Stellular Remix),JVLA,2020-09-02,"3,053",36,Ukraine
Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",2020-09-02,"2,983",37,Ukraine
Trap Luv,Big Baby Tape,2020-09-02,"2,956",38,Ukraine
Don't Waste My Time,Thierry Von Der Warth,2020-09-02,"2,948",39,Ukraine
Lovefool,twocolors,2020-09-02,"2,943",40,Ukraine
БЕГИ feat. Poët,DJ Smash,2020-09-02,"2,925",41,Ukraine
MONEY LONG,kizaru,2020-09-02,"2,899",42,Ukraine
HIGHEST IN THE ROOM,Travis Scott,2020-09-02,"2,869",43,Ukraine
Honey's Kettle,"kizaru, HoodRich Pablo Juan",2020-09-02,"2,855",44,Ukraine
"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Tory Lanez, Jack Harlow",2020-09-02,"2,819",45,Ukraine
Balenciaga,FILV,2020-09-02,"2,787",46,Ukraine
Дорадура,дора,2020-09-02,"2,733",47,Ukraine
Забил,ATL,2020-09-02,"2,732",48,Ukraine
ВЕЧЕРиНОЧКА,"MONATIK, Vera Brezhneva",2020-09-02,"2,716",49,Ukraine
Шантаж,Max Korzh,2020-09-02,"2,695",50,Ukraine
Kings & Queens,Ava Max,2020-09-02,"2,616",51,Ukraine
Kosandra,Miyagi & Andy Panda,2020-09-02,"2,601",52,Ukraine
Lollipop,"Gafur, JONY",2020-09-02,"2,539",53,Ukraine
Brooklyn,"Miyagi & Andy Panda, TumaniYO",2020-09-02,"2,509",54,Ukraine
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",2020-09-02,"2,494",55,Ukraine
SICKO MODE,Travis Scott,2020-09-02,"2,448",56,Ukraine
Mood (feat. iann dior),24kGoldn,2020-09-02,"2,432",57,Ukraine
Angry toy$ - Prod. Ray Qwa,Boulevard Depo,2020-09-02,"2,429",58,Ukraine
ily (i love you baby) (feat. Emilee),Surf Mesa,2020-09-02,"2,429",59,Ukraine
Проснулся В Темноте,GONE.Fludd,2020-09-02,"2,356",60,Ukraine
Over Now (with The Weeknd),Calvin Harris,2020-09-02,"2,328",61,Ukraine
Цепи,"Scriptonite, 104",2020-09-02,"2,314",62,Ukraine
Мы открываем бизнес (Skit),SHOOVAL,2020-09-02,"2,312",63,Ukraine
Blueberry Faygo,Lil Mosey,2020-09-02,"2,307",64,Ukraine
Привычка,"Scriptonite, Andy Panda, 104",2020-09-02,"2,295",65,Ukraine
The Box,Roddy Ricch,2020-09-02,"2,292",66,Ukraine
How You Like That,BLACKPINK,2020-09-02,"2,285",67,Ukraine
Yamakasi,Miyagi & Andy Panda,2020-09-02,"2,247",68,Ukraine
Boom Boom,"LOBODA, PHARAOH",2020-09-02,"2,244",69,Ukraine
Двигаться,Raim,2020-09-02,"2,231",70,Ukraine
goosebumps,Travis Scott,2020-09-02,"2,217",71,Ukraine
Кино,MACAN,2020-09-02,"2,217",72,Ukraine
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2020-09-02,"2,210",73,Ukraine
ВТОРНИК,GONE.Fludd,2020-09-02,"2,207",74,Ukraine
Серпантин,Markul,2020-09-02,"2,192",75,Ukraine
Малолетка,Max Korzh,2020-09-02,"2,187",76,Ukraine
Без ключа,PHARAOH,2020-09-02,"2,183",77,Ukraine
"The Plan - From the Motion Picture ""TENET""",Travis Scott,2020-09-02,"2,177",78,Ukraine
Новый Мерин,MORGENSHTERN,2020-09-02,"2,173",79,Ukraine
Инкассатор,ROCKET,2020-09-02,"2,159",80,Ukraine
Last Dance,Vremya i Steklo,2020-09-02,"2,159",81,Ukraine
Toosie Slide,Drake,2020-09-02,"2,154",82,Ukraine
Втюрилась,дора,2020-09-02,"2,147",83,Ukraine
Увезите меня на Дип-хаус,GAYAZOV$ BROTHER$,2020-09-02,"2,136",84,Ukraine
РАТАТАТАТА,"MORGENSHTERN, Vitya AK",2020-09-02,"2,129",85,Ukraine
Антигерой,Mnogoznaal,2020-09-02,"2,126",86,Ukraine
death bed (coffee for your head),"Powfu, beabadoobee",2020-09-02,"2,119",87,Ukraine
Мультибрендовый,"Scriptonite, 104, T-Fest, Niman",2020-09-02,"2,081",88,Ukraine
Рашан моуст уонтэд,kizaru,2020-09-02,"2,070",89,Ukraine
Танцы,ssshhhiiittt!,2020-09-02,"2,068",90,Ukraine
Плачу на техно,"Cream Soda, HLEB",2020-09-02,"2,065",91,Ukraine
Head & Heart (feat. MNEK),Joel Corry,2020-09-02,"2,055",92,Ukraine
27,FEDUK,2020-09-02,"2,051",93,Ukraine
На своём вайбе (feat. Гуф),"Jah Khalib, GUF",2020-09-02,"2,049",94,Ukraine
А если это любовь?,HammAli & Navai,2020-09-02,"2,041",95,Ukraine
молчи,кис-кис,2020-09-02,"2,018",96,Ukraine
Everything,Jayden Valentine,2020-09-02,"2,015",97,Ukraine
ДЕВОЧКА С КАРЕ,MUKKA,2020-09-02,"2,002",98,Ukraine
Конфеты,"Markul, Платина",2020-09-02,"1,997",99,Ukraine
ЮМОРИСТ - Original Motion Picture Soundtrack,FACE,2020-09-02,"1,992",100,Ukraine
Star Shopping,Lil Peep,2020-09-02,"1,978",101,Ukraine
Credo,Zivert,2020-09-02,"1,977",102,Ukraine
911,Eldzhey,2020-09-02,"1,975",103,Ukraine
Малый повзрослел,Max Korzh,2020-09-02,"1,955",104,Ukraine
Utopia,Miyagi & Andy Panda,2020-09-02,"1,953",105,Ukraine
Там ревели горы,Miyagi & Andy Panda,2020-09-02,"1,947",106,Ukraine
Come & Go (with Marshmello),Juice WRLD,2020-09-02,"1,931",107,Ukraine
Ананасовый сироп,"Natan, Gunwest",2020-09-02,"1,930",108,Ukraine
Falling,Trevor Daniel,2020-09-02,"1,926",109,Ukraine
Rain On Me (with Ariana Grande),Lady Gaga,2020-09-02,"1,919",110,Ukraine
ВЕСНУШКИ,Tima Belorusskih,2020-09-02,"1,916",111,Ukraine
СИЛЬНО,MONATIK,2020-09-02,"1,901",112,Ukraine
Gimme The Loot,Big Baby Tape,2020-09-02,"1,899",113,Ukraine
Freak (feat. REI AMI),Sub Urban,2020-09-02,"1,897",114,Ukraine
Не Киряй,"MUKKA, Три дня дождя",2020-09-02,"1,895",115,Ukraine
She Wants,ROCKET,2020-09-02,"1,890",116,Ukraine
Номера,LSP,2020-09-02,"1,882",117,Ukraine
Любимка,NILETTO,2020-09-02,"1,882",118,Ukraine
my future,Billie Eilish,2020-09-02,"1,851",119,Ukraine
Малиновый закат,Max Korzh,2020-09-02,"1,837",120,Ukraine
Август,Intelligency,2020-09-02,"1,836",121,Ukraine
Кукла колдуна,Korol i Shut,2020-09-02,"1,833",122,Ukraine
Feel Right Bounce (Rmx),"7th Ward Shorty, Big Freedia",2020-09-02,"1,812",123,Ukraine
ODIUM,LXST CXNTURY,2020-09-02,"1,811",124,Ukraine
Между Нами,LIZER,2020-09-02,"1,809",125,Ukraine
Cry About It Later,Katy Perry,2020-09-02,"1,801",126,Ukraine
THE BADDEST,"K/DA, (G)I-DLE, Wolftyla, Bea Miller, League of Legends",2020-09-02,"1,801",127,Ukraine
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,2020-09-02,"1,793",128,Ukraine
Стресс,"SALUKI, LSP",2020-09-02,"1,785",129,Ukraine
Fly 2,"Zivert, NILETTO",2020-09-02,"1,784",130,Ukraine
СМУЗИ,The Limba,2020-09-02,"1,774",131,Ukraine
Покинула чат,Klava Koka,2020-09-02,"1,754",132,Ukraine
Серпантин,ATL,2020-09-02,"1,754",133,Ukraine
Wishing Well,Juice WRLD,2020-09-02,"1,748",134,Ukraine
Всё в порядке,DK,2020-09-02,"1,740",135,Ukraine
Бумажный дом,МОТ,2020-09-02,"1,739",136,Ukraine
After Party,Don Toliver,2020-09-02,"1,722",137,Ukraine
Spirits,The Strumbellas,2020-09-02,"1,717",138,Ukraine
Разнесем,Max Korzh,2020-09-02,"1,700",139,Ukraine
На лету,V $ X V PRiNCE,2020-09-02,"1,699",140,Ukraine
Give Up On You,"Thierry Von Der Warth, Mabryx",2020-09-02,"1,695",141,Ukraine
Silence,Max Barskih,2020-09-02,"1,686",142,Ukraine
Грустная Песня (feat. Егор Крид & MORGENSHTERN),"THRILL PILL, Egor Kreed",2020-09-02,"1,676",143,Ukraine
Break My Heart,Dua Lipa,2020-09-02,"1,663",144,Ukraine
Евгений Онегин,kizaru,2020-09-02,"1,661",145,Ukraine
Бандана,Платина,2020-09-02,"1,655",146,Ukraine
Say No Mo,kizaru,2020-09-02,"1,651",147,Ukraine
Девочка с картинки,Egor Kreed,2020-09-02,"1,648",148,Ukraine
B.I.D,Markul,2020-09-02,"1,642",149,Ukraine
Не по пути,PHARAOH,2020-09-02,"1,639",150,Ukraine
Мне пох,"Klava Koka, MORGENSHTERN",2020-09-02,"1,636",151,Ukraine
Lucid Dreams,Juice WRLD,2020-09-02,"1,635",152,Ukraine
Дежавю - UA VERSION,Artem Pivovarov,2020-09-02,"1,631",153,Ukraine
Dance Monkey,Tones And I,2020-09-02,"1,619",154,Ukraine
Perfect World,ROCKET,2020-09-02,"1,617",155,Ukraine
Горы по колено,Max Korzh,2020-09-02,"1,609",156,Ukraine
Surname (Prod. DJ Tape & Aarne),Big Baby Tape,2020-09-02,"1,597",157,Ukraine
СПАСАТЕЛЬНЫЙ КРУГ,FACE,2020-09-02,"1,592",158,Ukraine
Надежда,FACE,2020-09-02,"1,592",159,Ukraine
Infinite Tsukuyomi,ROCKET,2020-09-02,"1,589",160,Ukraine
Take You Dancing,Jason Derulo,2020-09-02,"1,589",161,Ukraine
Ламбада,"T-Fest, Scriptonite",2020-09-02,"1,587",162,Ukraine
что для тебя красота,maslo chernogo tmina,2020-09-02,"1,586",163,Ukraine
GOOBA,6ix9ine,2020-09-02,"1,583",164,Ukraine
Девочка танцуй,Artik & Asti,2020-09-02,"1,580",165,Ukraine
Be Kind (with Halsey),Marshmello,2020-09-02,"1,573",166,Ukraine
Stunnin' (feat. Harm Franklin),Curtis Waters,2020-09-02,"1,572",167,Ukraine
Everything Black,"Unlike Pluto, Mike Taylor",2020-09-02,"1,571",168,Ukraine
X2 - Prod. Gredy,Boulevard Depo,2020-09-02,"1,570",169,Ukraine
Это любовь,Scriptonite,2020-09-02,"1,552",170,Ukraine
Still Don't Know My Name,Labrinth,2020-09-02,"1,552",171,Ukraine
Money long,kizaru,2020-09-02,"1,548",172,Ukraine
Hokage,Big Baby Tape,2020-09-02,"1,530",173,Ukraine
Yung Hefner,MORGENSHTERN,2020-09-02,"1,526",174,Ukraine
Пачка сигарет,Kino,2020-09-02,"1,520",175,Ukraine
Днями-ночами,"pyrokinesis, MUKKA",2020-09-02,"1,519",176,Ukraine
Obey (with YUNGBLUD),Bring Me The Horizon,2020-09-02,"1,519",177,Ukraine
Пачка сигарет,LIZER,2020-09-02,"1,516",178,Ukraine
Веселей,Scriptonite,2020-09-02,"1,516",179,Ukraine
Ау,"10AGE, Ramil'",2020-09-02,"1,516",180,Ukraine
Остров,МЫ,2020-09-02,"1,497",181,Ukraine
Baby,ROCKET,2020-09-02,"1,487",182,Ukraine
Кайф ты поймала,Konfuz,2020-09-02,"1,480",183,Ukraine
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,2020-09-02,"1,479",184,Ukraine
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",2020-09-02,"1,476",185,Ukraine
3x3,"Gruppa Skryptonite, 104, T-Fest",2020-09-02,"1,475",186,Ukraine
Гостиница Космос,Mnogoznaal,2020-09-02,"1,474",187,Ukraine
3 сентября,Mikhail Shufutinsky,2020-09-02,"1,470",188,Ukraine
NBA (Не мешай),"RSAC, ELLA",2020-09-02,"1,470",189,Ukraine
Полковнику никто не пишет,Bi-2,2020-09-02,"1,463",190,Ukraine
Air Force 1,lil krystalll,2020-09-02,"1,462",191,Ukraine
Ты беспощадна,JONY,2020-09-02,"1,452",192,Ukraine
Party Girl,StaySolidRocky,2020-09-02,"1,443",193,Ukraine
I Got Love,"MiyaGi & Endspiel, Rem Digga",2020-09-02,"1,442",194,Ukraine
Mood Swings (feat. Lil Tjay),Pop Smoke,2020-09-02,"1,437",195,Ukraine
A A A,"ROCKET, LILDRUGHILL",2020-09-02,"1,431",196,Ukraine
Fukk Sleep (feat. FKA twigs),A$AP Rocky,2020-09-02,"1,429",197,Ukraine
77,MACAN,2020-09-02,"1,429",198,Ukraine
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,2020-09-02,"1,420",199,Ukraine
"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,2020-09-02,"1,406",200,Ukraine
Дежавю,kizaru,2020-09-01,"7,315",1,Ukraine
Blinding Lights,The Weeknd,2020-09-01,"7,073",2,Ukraine
Поболело и прошло,HENSY,2020-09-01,"6,944",3,Ukraine
WAP (feat. Megan Thee Stallion),Cardi B,2020-09-01,"6,668",4,Ukraine
Dynamite,BTS,2020-09-01,"6,584",5,Ukraine
Cadillac,"MORGENSHTERN, Eldzhey",2020-09-01,"6,328",6,Ukraine
X.O,"The Limba, Andro",2020-09-01,"6,114",7,Ukraine
Wanna Be Me - Dirty Sole Screw,"Ex Rated Lover, J.A.M.O.N",2020-09-01,"5,873",8,Ukraine
Юность,Dabro,2020-09-01,"5,764",9,Ukraine
Fendi,Rakhim,2020-09-01,"5,571",10,Ukraine
Friendly Fire - Prod. Avepack,Boulevard Depo,2020-09-01,"5,265",11,Ukraine
Сияй,Ramil',2020-09-01,"5,230",12,Ukraine
Тепло,Max Korzh,2020-09-01,"5,104",13,Ukraine
Меня не будет,"ANIKV, SALUKI",2020-09-01,"4,994",14,Ukraine
ICE (feat. MORGENSHTERN),MORGENSHTERN,2020-09-01,"4,729",15,Ukraine
ROCKSTAR (feat. Roddy Ricch),DaBaby,2020-09-01,"4,633",16,Ukraine
Ice Cream (with Selena Gomez),BLACKPINK,2020-09-01,"4,622",17,Ukraine
Колхозник,Mnogoznaal,2020-09-01,"4,472",18,Ukraine
