Song,Artist,Date,Streams,Rank,Country
Дежавю,kizaru,2021-03-18,"8,300",6,Ukraine
+44,lil krystalll,2021-03-18,"8,226",7,Ukraine
Cristal & МОЁТ,MORGENSHTERN,2021-03-18,"8,217",8,Ukraine
ХОТБОКС (prod. by Young Royce),SODA LUV,2021-03-18,"8,201",9,Ukraine
toxin,Benedixhion,2021-03-18,"7,975",10,Ukraine
Синий Lamborghini,Rakhim,2021-03-18,"7,759",11,Ukraine
Коми,"SODA LUV, BUSHIDO ZHO",2021-03-18,"7,489",12,Ukraine
Снова я напиваюсь,SLAVA MARLOW,2021-03-18,"7,462",13,Ukraine
Go! Смув,SODA LUV,2021-03-18,"7,178",14,Ukraine
Skamming Shit,uglystephan,2021-03-18,"7,018",15,Ukraine
Чистый - OST «Псих»,Scriptonite,2021-03-18,"6,980",16,Ukraine
Быстро,"SLAVA MARLOW, MORGENSHTERN",2021-03-18,"6,898",17,Ukraine
Губы,JojoHF,2021-03-18,"6,880",18,Ukraine
Blinding Lights,The Weeknd,2021-03-18,"6,857",19,Ukraine
Положение,Scriptonite,2021-03-18,"6,800",20,Ukraine
Кукла колдуна,Korol i Shut,2021-03-18,"6,565",21,Ukraine
Моя голова винтом (My head is spinning like a screw),kostromin,2021-03-18,"6,427",22,Ukraine
Контракт,Poshlaya Molly,2021-03-18,"6,352",23,Ukraine
Follow You,Imagine Dragons,2021-03-18,"6,239",24,Ukraine
Эми,PHARAOH,2021-03-18,"6,227",25,Ukraine
По Глазам,SLAVA MARLOW,2021-03-18,"6,081",26,Ukraine
Пацаны II,GONE.Fludd,2021-03-18,"6,029",27,Ukraine
Крузак 200,BODIEV,2021-03-18,"5,995",28,Ukraine
Save Your Tears,The Weeknd,2021-03-18,"5,788",29,Ukraine
Блэсс гад,SODA LUV,2021-03-18,"5,782",30,Ukraine
Венера-Юпитер,Ваня Дмитриенко,2021-03-18,"5,718",31,Ukraine
KARI,Big Baby Tape,2021-03-18,"5,580",32,Ukraine
Всему Свое Время,PHARAOH,2021-03-18,"5,128",33,Ukraine
Infinite Tsukuyomi,ROCKET,2021-03-18,"4,920",34,Ukraine
Эйя,Канги,2021-03-18,"4,853",35,Ukraine
Москва любит...,Scriptonite,2021-03-18,"4,847",36,Ukraine
Camry 3.5,UncleFlexxx,2021-03-18,"4,806",37,Ukraine
Колхозник,Mnogoznaal,2021-03-18,"4,754",38,Ukraine
Голос,Egor Kreed,2021-03-18,"4,683",39,Ukraine
ДУРАКАМ ВЕЗЁТ,ФОГЕЛЬ,2021-03-18,"4,673",40,Ukraine
Динозаврики,Папин Олимпос,2021-03-18,"4,667",41,Ukraine
RANDOM,OBLADAET,2021-03-18,"4,631",42,Ukraine
Лилия (prod. by DooMee),MAYOT,2021-03-18,"4,605",43,Ukraine
Goosebumps - Remix,"Travis Scott, HVME",2021-03-18,"4,544",44,Ukraine
Super Fly,"ROCKET, LILDRUGHILL",2021-03-18,"4,543",45,Ukraine
Jerk,Oliver Tree,2021-03-18,"4,542",46,Ukraine
Therefore I Am,Billie Eilish,2021-03-18,"4,523",47,Ukraine
DAVID BECKHAM,OBLADAET,2021-03-18,"4,454",48,Ukraine
SugarCrash!,ElyOtto,2021-03-18,"4,395",49,Ukraine
Дурак и молния,Korol i Shut,2021-03-18,"4,360",50,Ukraine
Streets,Doja Cat,2021-03-18,"4,332",51,Ukraine
Monday,ROCKET,2021-03-18,"4,276",52,Ukraine
Slumber Party (feat. Princess Nokia),Ashnikko,2021-03-18,"4,261",53,Ukraine
Что ты знаешь? [prod. by gobwantsnothing x amyp],"163ONMYNECK, FEARMUCH",2021-03-18,"4,249",54,Ukraine
Up,Cardi B,2021-03-18,"4,128",55,Ukraine
Рэйман,FACE,2021-03-18,"4,116",56,Ukraine
drivers license,Olivia Rodrigo,2021-03-18,"4,097",57,Ukraine
Ауди [prod. by Sqweezey],"MAYOT, BUSHIDO ZHO, SEEMEE",2021-03-18,"4,079",58,Ukraine
Ратата,Konfuz,2021-03-18,"4,078",59,Ukraine
Minor,Miyagi & Andy Panda,2021-03-18,"4,051",60,Ukraine
On The Ground,ROSÉ,2021-03-18,"3,953",61,Ukraine
Бигасс,"SODA LUV, WHY, BERRY",2021-03-18,"3,922",62,Ukraine
We're Good,Dua Lipa,2021-03-18,"3,920",63,Ukraine
Шенген,lil krystalll,2021-03-18,"3,831",64,Ukraine
Проснулся В Темноте,GONE.Fludd,2021-03-18,"3,820",65,Ukraine
Sweater Weather,The Neighbourhood,2021-03-18,"3,814",66,Ukraine
Friendly Fire - Prod. Avepack,Boulevard Depo,2021-03-18,"3,792",67,Ukraine
Родной,LOBODA,2021-03-18,"3,677",68,Ukraine
Whoopty,CJ,2021-03-18,"3,672",69,Ukraine
Окей,Tima Belorusskih,2021-03-18,"3,660",70,Ukraine
НЕ ЖАЛЬ,"104, MiyaGi, Scriptonite",2021-03-18,"3,639",71,Ukraine
Танцы,ssshhhiiittt!,2021-03-18,"3,604",72,Ukraine
Инкассатор,ROCKET,2021-03-18,"3,572",73,Ukraine
Paradise (feat. Dermot Kennedy),MEDUZA,2021-03-18,"3,563",74,Ukraine
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2021-03-18,"3,555",75,Ukraine
telepatía,Kali Uchis,2021-03-18,"3,546",76,Ukraine
Mood (feat. iann dior),24kGoldn,2021-03-18,"3,543",77,Ukraine
Кино,MACAN,2021-03-18,"3,528",78,Ukraine
ODIUM,"LXST CXNTURY, Kingpin Skinny Pimp",2021-03-18,"3,513",79,Ukraine
Нет Проблем,"SLAVA MARLOW, MK",2021-03-18,"3,507",80,Ukraine
CHILL,GONE.Fludd,2021-03-18,"3,461",81,Ukraine
Your Love (9PM),"ATB, Topic, A7S",2021-03-18,"3,456",82,Ukraine
Levitating (feat. DaBaby),Dua Lipa,2021-03-18,"3,427",83,Ukraine
What’s Next,Drake,2021-03-18,"3,423",84,Ukraine
Pesetas,Rilès,2021-03-18,"3,401",85,Ukraine
gorit,DOROFEEVA,2021-03-18,"3,400",86,Ukraine
Терминал,"LILDRUGHILL, ROCKET",2021-03-18,"3,396",87,Ukraine
la di die (feat. jxdn),Nessa Barrett,2021-03-18,"3,374",88,Ukraine
Цепи,"Scriptonite, 104",2021-03-18,"3,361",89,Ukraine
Star Shopping,Lil Peep,2021-03-18,"3,349",90,Ukraine
Roses - Imanbek Remix,SAINt JHN,2021-03-18,"3,346",91,Ukraine
Kosandra,Miyagi & Andy Panda,2021-03-18,"3,324",92,Ukraine
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-03-18,"3,309",93,Ukraine
Скандал,Tina Karol,2021-03-18,"3,296",94,Ukraine
Hold On,Justin Bieber,2021-03-18,"3,265",95,Ukraine
ROCKSTAR (feat. Roddy Ricch),DaBaby,2021-03-18,"3,236",96,Ukraine
Cadillac,"MORGENSHTERN, Eldzhey",2021-03-18,"3,218",97,Ukraine
Deep End,Fousheé,2021-03-18,"3,215",98,Ukraine
Это любовь,Scriptonite,2021-03-18,"3,184",99,Ukraine
Fendi,Rakhim,2021-03-18,"3,141",100,Ukraine
Зорi,KALUSH,2021-03-18,"3,117",101,Ukraine
Не жалея,Miyagi & Andy Panda,2021-03-18,"3,112",102,Ukraine
Yamakasi,Miyagi & Andy Panda,2021-03-18,"3,080",103,Ukraine
Истеричка,Artik & Asti,2021-03-18,"3,075",104,Ukraine
HIGHEST IN THE ROOM,Travis Scott,2021-03-18,"3,059",105,Ukraine
Dynamite,BTS,2021-03-18,"3,051",106,Ukraine
DREAM GARDEN,GONE.Fludd,2021-03-18,"3,045",107,Ukraine
Hayloft,Mother Mother,2021-03-18,"3,026",108,Ukraine
СОК,GONE.Fludd,2021-03-18,"3,022",109,Ukraine
Brooklyn,"Miyagi & Andy Panda, TumaniYO",2021-03-18,"3,018",110,Ukraine
Prisoner (feat. Dua Lipa),Miley Cyrus,2021-03-18,"3,009",111,Ukraine
Arcade,Duncan Laurence,2021-03-18,"2,991",112,Ukraine
Watermelon Sugar,Harry Styles,2021-03-18,"2,987",113,Ukraine
Лилии,МОТ,2021-03-18,"2,936",114,Ukraine
FOR MULA,OBLADAET,2021-03-18,"2,921",115,Ukraine
El Problema - prod. SLAVA MARLOW,"MORGENSHTERN, Timati",2021-03-18,"2,919",116,Ukraine
Горький вкус,Султан Лагучев,2021-03-18,"2,915",117,Ukraine
Поболело и прошло,HENSY,2021-03-18,"2,912",118,Ukraine
Block Baby,kizaru,2021-03-18,"2,906",119,Ukraine
Море,"MAYOT, FEDUK",2021-03-18,"2,840",120,Ukraine
Goosebumps,HVME,2021-03-18,"2,838",121,Ukraine
Меня не будет,"ANIKV, SALUKI",2021-03-18,"2,827",122,Ukraine
СПАСАТЕЛЬНЫЙ КРУГ,FACE,2021-03-18,"2,825",123,Ukraine
ERRDAY,Big Baby Tape,2021-03-18,"2,800",124,Ukraine
Jocelyn Flores,XXXTENTACION,2021-03-18,"2,792",125,Ukraine
Злой,"SLAVA MARLOW, Eldzhey",2021-03-18,"2,791",126,Ukraine
Я так соскучился,Pornofilmy,2021-03-18,"2,775",127,Ukraine
Как дела,T-Fest,2021-03-18,"2,761",128,Ukraine
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-03-18,"2,761",129,Ukraine
Джинсы [prod. by Sqweezey],"MAYOT, OG Buda",2021-03-18,"2,730",130,Ukraine
Мама,"Scriptonite, FEDUK, Truwer, Niman, Basta",2021-03-18,"2,729",131,Ukraine
Can You Feel My Heart,Bring Me The Horizon,2021-03-18,"2,721",132,Ukraine
Быстро,Colorit,2021-03-18,"2,685",133,Ukraine
50к в сyмке у папы,LOVV66,2021-03-18,"2,665",134,Ukraine
Gimme The Loot,Big Baby Tape,2021-03-18,"2,659",135,Ukraine
I Got Love,"MiyaGi & Endspiel, Rem Digga",2021-03-18,"2,659",136,Ukraine
SHUM,Go_A,2021-03-18,"2,656",137,Ukraine
Привычка,"Scriptonite, Andy Panda, 104",2021-03-18,"2,653",138,Ukraine
Разная дрянь,CAPTOWN,2021-03-18,"2,648",139,Ukraine
кискис,zhanulka,2021-03-18,"2,646",140,Ukraine
Люди,Дайте танк (!),2021-03-18,"2,641",141,Ukraine
UFO LUV,GONE.Fludd,2021-03-18,"2,637",142,Ukraine
HOLIDAY,Lil Nas X,2021-03-18,"2,631",143,Ukraine
Money long,kizaru,2021-03-18,"2,623",144,Ukraine
Blood // Water,grandson,2021-03-18,"2,608",145,Ukraine
Не по пути,PHARAOH,2021-03-18,"2,597",146,Ukraine
X.O,"The Limba, Andro",2021-03-18,"2,587",147,Ukraine
Без ключа,PHARAOH,2021-03-18,"2,565",148,Ukraine
Кобра,"The Hardkiss, MONATIK",2021-03-18,"2,560",149,Ukraine
втюрилась,дора,2021-03-18,"2,553",150,Ukraine
Paparazzi,Kim Dracula,2021-03-18,"2,535",151,Ukraine
Angry toy$ - Prod. Ray Qwa,Boulevard Depo,2021-03-18,"2,522",152,Ukraine
Первый раз,JojoHF,2021-03-18,"2,519",153,Ukraine
Head & Heart (feat. MNEK),Joel Corry,2021-03-18,"2,499",154,Ukraine
Trap Luv,Big Baby Tape,2021-03-18,"2,496",155,Ukraine
В новых адиках,FACE,2021-03-18,"2,492",156,Ukraine
Искал-Нашёл,Jah Khalib,2021-03-18,"2,485",157,Ukraine
Smells Like Teen Spirit,Nirvana,2021-03-18,"2,483",158,Ukraine
ЛАБИРИНТ,FACE,2021-03-18,"2,475",159,Ukraine
АУФ,"SQWOZ BAB, The First Station",2021-03-18,"2,472",160,Ukraine
"Любите, девушки (LAB c Антоном Беляевым)","Gruppa Skryptonite, Therr Maitz",2021-03-18,"2,471",161,Ukraine
Calling My Phone,"Lil Tjay, 6LACK",2021-03-18,"2,466",162,Ukraine
Между Нами,LIZER,2021-03-18,"2,461",163,Ukraine
засыпай,ssshhhiiittt!,2021-03-18,"2,447",164,Ukraine
All the Time,Miyagi & Andy Panda,2021-03-18,"2,447",165,Ukraine
На грязном (Диана),Платина,2021-03-18,"2,429",166,Ukraine
Rolls Royce,"Geegun, Timati, Egor Kreed",2021-03-18,"2,428",167,Ukraine
SICKO MODE,Travis Scott,2021-03-18,"2,423",168,Ukraine
Без даты,УННВ,2021-03-18,"2,409",169,Ukraine
Wants and Needs (feat. Lil Baby),Drake,2021-03-18,"2,408",170,Ukraine
Номера,LSP,2021-03-18,"2,404",171,Ukraine
Ловв и Майот,"LOVV66, MAYOT",2021-03-18,"2,404",172,Ukraine
"СЛЁЗЫ - OST ""Пацанки""",Anet Sai,2021-03-18,"2,401",173,Ukraine
Money Rain,VTORNIK,2021-03-18,"2,389",174,Ukraine
WITHOUT YOU,The Kid LAROI,2021-03-18,"2,381",175,Ukraine
goosebumps,Travis Scott,2021-03-18,"2,378",176,Ukraine
Бандана,Платина,2021-03-18,"2,371",177,Ukraine
My Head & My Heart,Ava Max,2021-03-18,"2,371",178,Ukraine
Вали,Канги,2021-03-18,"2,370",179,Ukraine
The Box,Roddy Ricch,2021-03-18,"2,362",180,Ukraine
Don't Start Now,Dua Lipa,2021-03-18,"2,360",181,Ukraine
Big (feat. Gunna),"Rita Ora, David Guetta, Imanbek",2021-03-18,"2,357",182,Ukraine
After Dark,Mr.Kitty,2021-03-18,"2,357",183,Ukraine
Daddy Issues,The Neighbourhood,2021-03-18,"2,350",184,Ukraine
moLOko,LOBODA,2021-03-18,"2,347",185,Ukraine
Bad Blood (feat. Tory Lanez),kizaru,2021-03-18,"2,341",186,Ukraine
Я поднимаюсь над землей (feat. Алёна Омаргалиева),Баста feat. Алёна Омаргалиева,2021-03-18,"2,335",187,Ukraine
Там ревели горы,Miyagi & Andy Panda,2021-03-18,"2,333",188,Ukraine
Nightmare,plenka,2021-03-18,"2,330",189,Ukraine
молчи,кис-кис,2021-03-18,"2,326",190,Ukraine
ALL GIRLS ARE THE SAME,RØNIN,2021-03-18,"2,320",191,Ukraine
positions,Ariana Grande,2021-03-18,"2,303",192,Ukraine
Breaking Me,"Topic, A7S",2021-03-18,"2,289",193,Ukraine
Прыгну со скалы,Korol i Shut,2021-03-18,"2,280",194,Ukraine
Обійми,The Hardkiss,2021-03-18,"2,259",195,Ukraine
КаZантип [prod. by VisaGangBeatz],"SODA LUV, blago white",2021-03-18,"2,255",196,Ukraine
Почуття,NK,2021-03-18,"2,240",197,Ukraine
ICE (feat. MORGENSHTERN),MORGENSHTERN,2021-03-18,"2,239",198,Ukraine
Юность,Dabro,2021-03-18,"2,238",199,Ukraine
Нон стоп,Poshlaya Molly,2021-03-18,"2,238",200,Ukraine
FAMILY,"MORGENSHTERN, Yung Trappa",2021-03-22,"18,468",1,Ukraine
Astronaut In The Ocean,Masked Wolf,2021-03-22,"15,476",2,Ukraine
Голодный пёс [prod. by Pretty Scream],"SEEMEE, SODA LUV",2021-03-22,"11,887",3,Ukraine
ТЫ ГОРИШЬ КАК ОГОНЬ,SLAVA MARLOW,2021-03-22,"10,904",4,Ukraine
Франция,"JAMIK, PUSSYKILLER",2021-03-22,"9,907",5,Ukraine
The Business,Tiësto,2021-03-22,"8,674",6,Ukraine
Cristal & МОЁТ,MORGENSHTERN,2021-03-22,"8,588",7,Ukraine
Дежавю,kizaru,2021-03-22,"8,553",8,Ukraine
toxin,Benedixhion,2021-03-22,"8,271",9,Ukraine
Нет Сердца,PHARAOH,2021-03-22,"7,991",10,Ukraine
ХОТБОКС (prod. by Young Royce),SODA LUV,2021-03-22,"7,860",11,Ukraine
Синий Lamborghini,Rakhim,2021-03-22,"7,779",12,Ukraine
Эми,PHARAOH,2021-03-22,"7,709",13,Ukraine
Розовое Вино 2,"Yung Trappa, MORGENSHTERN",2021-03-22,"7,603",14,Ukraine
Коми,"SODA LUV, BUSHIDO ZHO",2021-03-22,"7,145",15,Ukraine
Снова я напиваюсь,SLAVA MARLOW,2021-03-22,"7,142",16,Ukraine
Крузак 200,BODIEV,2021-03-22,"7,003",17,Ukraine
Губы,JojoHF,2021-03-22,"6,912",18,Ukraine
Go! Смув,SODA LUV,2021-03-22,"6,808",19,Ukraine
Быстро,"SLAVA MARLOW, MORGENSHTERN",2021-03-22,"6,803",20,Ukraine
Контракт,Poshlaya Molly,2021-03-22,"6,776",21,Ukraine
Skamming Shit,uglystephan,2021-03-22,"6,759",22,Ukraine
Положение,Scriptonite,2021-03-22,"6,715",23,Ukraine
Чистый - OST «Псих»,Scriptonite,2021-03-22,"6,666",24,Ukraine
Blinding Lights,The Weeknd,2021-03-22,"6,611",25,Ukraine
+44,lil krystalll,2021-03-22,"6,587",26,Ukraine
Кукла колдуна,Korol i Shut,2021-03-22,"6,584",27,Ukraine
Всему Свое Время,PHARAOH,2021-03-22,"6,386",28,Ukraine
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-03-22,"6,144",29,Ukraine
BESTSELLER,"Max Barskih, Zivert",2021-03-22,"6,108",30,Ukraine
По Глазам,SLAVA MARLOW,2021-03-22,"6,039",31,Ukraine
Follow You,Imagine Dragons,2021-03-22,"5,939",32,Ukraine
Венера-Юпитер,Ваня Дмитриенко,2021-03-22,"5,801",33,Ukraine
Save Your Tears,The Weeknd,2021-03-22,"5,799",34,Ukraine
Пацаны II,GONE.Fludd,2021-03-22,"5,741",35,Ukraine
Блэсс гад,SODA LUV,2021-03-22,"5,707",36,Ukraine
Моя голова винтом (My head is spinning like a screw),kostromin,2021-03-22,"5,603",37,Ukraine
KARI,Big Baby Tape,2021-03-22,"5,294",38,Ukraine
Silence !,PHARAOH,2021-03-22,"5,184",39,Ukraine
Бигасс,"SODA LUV, WHY, BERRY",2021-03-22,"5,100",40,Ukraine
Infinite Tsukuyomi,ROCKET,2021-03-22,"4,971",41,Ukraine
Route 333 OST,PHARAOH,2021-03-22,"4,951",42,Ukraine
Эйя,Канги,2021-03-22,"4,740",43,Ukraine
Camry 3.5,UncleFlexxx,2021-03-22,"4,695",44,Ukraine
Москва любит...,Scriptonite,2021-03-22,"4,675",45,Ukraine
Колхозник,Mnogoznaal,2021-03-22,"4,672",46,Ukraine
1 из Легенд,PHARAOH,2021-03-22,"4,612",47,Ukraine
Лилия (prod. by DooMee),MAYOT,2021-03-22,"4,466",48,Ukraine
Jerk,Oliver Tree,2021-03-22,"4,442",49,Ukraine
НЕ ЖАЛЬ,"104, MiyaGi, Scriptonite",2021-03-22,"4,361",50,Ukraine
Up,Cardi B,2021-03-22,"4,312",51,Ukraine
Динозаврики,Папин Олимпос,2021-03-22,"4,310",52,Ukraine
Goosebumps - Remix,"Travis Scott, HVME",2021-03-22,"4,284",53,Ukraine
Печаль Cо Знаком 8,PHARAOH,2021-03-22,"4,255",54,Ukraine
ДУРАКАМ ВЕЗЁТ,ФОГЕЛЬ,2021-03-22,"4,243",55,Ukraine
Голос,Egor Kreed,2021-03-22,"4,220",56,Ukraine
Ратата,Konfuz,2021-03-22,"4,175",57,Ukraine
Дурак и молния,Korol i Shut,2021-03-22,"4,146",58,Ukraine
Monday,ROCKET,2021-03-22,"4,098",59,Ukraine
Streets,Doja Cat,2021-03-22,"4,093",60,Ukraine
Slumber Party (feat. Princess Nokia),Ashnikko,2021-03-22,"4,086",61,Ukraine
Ауди [prod. by Sqweezey],"MAYOT, BUSHIDO ZHO, SEEMEE",2021-03-22,"4,072",62,Ukraine
Therefore I Am,Billie Eilish,2021-03-22,"4,038",63,Ukraine
Бизнес,FACE,2021-03-22,"4,015",64,Ukraine
We're Good,Dua Lipa,2021-03-22,"3,987",65,Ukraine
Судный День,"PHARAOH, 39",2021-03-22,"3,985",66,Ukraine
Рэйман,FACE,2021-03-22,"3,971",67,Ukraine
On The Ground,ROSÉ,2021-03-22,"3,961",68,Ukraine
SugarCrash!,ElyOtto,2021-03-22,"3,938",69,Ukraine
Minor,Miyagi & Andy Panda,2021-03-22,"3,934",70,Ukraine
DAVID BECKHAM,OBLADAET,2021-03-22,"3,921",71,Ukraine
ДНМП,PHARAOH,2021-03-22,"3,885",72,Ukraine
Проснулся В Темноте,GONE.Fludd,2021-03-22,"3,883",73,Ukraine
Mood (feat. iann dior),24kGoldn,2021-03-22,"3,822",74,Ukraine
gorit,DOROFEEVA,2021-03-22,"3,820",75,Ukraine
Шенген,lil krystalll,2021-03-22,"3,810",76,Ukraine
Friendly Fire - Prod. Avepack,Boulevard Depo,2021-03-22,"3,796",77,Ukraine
telepatía,Kali Uchis,2021-03-22,"3,742",78,Ukraine
drivers license,Olivia Rodrigo,2021-03-22,"3,723",79,Ukraine
кискис,zhanulka,2021-03-22,"3,712",80,Ukraine
Whoopty,CJ,2021-03-22,"3,711",81,Ukraine
Sweater Weather,The Neighbourhood,2021-03-22,"3,690",82,Ukraine
Окей,Tima Belorusskih,2021-03-22,"3,641",83,Ukraine
Инкассатор,ROCKET,2021-03-22,"3,634",84,Ukraine
Танцы,ssshhhiiittt!,2021-03-22,"3,631",85,Ukraine
RANDOM,OBLADAET,2021-03-22,"3,606",86,Ukraine
Я поднимаюсь над землей (feat. Алёна Омаргалиева),Баста feat. Алёна Омаргалиева,2021-03-22,"3,571",87,Ukraine
Родной,LOBODA,2021-03-22,"3,567",88,Ukraine
Во Имя Тьмы,PHARAOH,2021-03-22,"3,539",89,Ukraine
Super Fly,"ROCKET, LILDRUGHILL",2021-03-22,"3,533",90,Ukraine
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2021-03-22,"3,487",91,Ukraine
Никогда Опять,"PHARAOH, noa",2021-03-22,"3,473",92,Ukraine
Levitating (feat. DaBaby),Dua Lipa,2021-03-22,"3,428",93,Ukraine
Перед Смертью Все Равны,PHARAOH,2021-03-22,"3,379",94,Ukraine
Cadillac,"MORGENSHTERN, Eldzhey",2021-03-22,"3,365",95,Ukraine
Star Shopping,Lil Peep,2021-03-22,"3,357",96,Ukraine
Chemtrails Over The Country Club,Lana Del Rey,2021-03-22,"3,352",97,Ukraine
Нет Проблем,"SLAVA MARLOW, MK",2021-03-22,"3,347",98,Ukraine
CHILL,GONE.Fludd,2021-03-22,"3,329",99,Ukraine
Кино,MACAN,2021-03-22,"3,324",100,Ukraine
Нету интереса,10AGE,2021-03-22,"3,312",101,Ukraine
Paradise (feat. Dermot Kennedy),MEDUZA,2021-03-22,"3,307",102,Ukraine
Kosandra,Miyagi & Andy Panda,2021-03-22,"3,299",103,Ukraine
Терминал,"LILDRUGHILL, ROCKET",2021-03-22,"3,256",104,Ukraine
Deep End,Fousheé,2021-03-22,"3,230",105,Ukraine
Your Love (9PM),"ATB, Topic, A7S",2021-03-22,"3,227",106,Ukraine
Что ты знаешь? [prod. by gobwantsnothing x amyp],"163ONMYNECK, FEARMUCH",2021-03-22,"3,200",107,Ukraine
Hold On,Justin Bieber,2021-03-22,"3,200",108,Ukraine
la di die (feat. jxdn),Nessa Barrett,2021-03-22,"3,152",109,Ukraine
Fendi,Rakhim,2021-03-22,"3,147",110,Ukraine
Цепи,"Scriptonite, 104",2021-03-22,"3,126",111,Ukraine
Зорi,KALUSH,2021-03-22,"3,116",112,Ukraine
The Real Unplugged (Acceptance of Darkness),PHARAOH,2021-03-22,"3,100",113,Ukraine
Arcade,Duncan Laurence,2021-03-22,"3,097",114,Ukraine
Скандал,Tina Karol,2021-03-22,"3,085",115,Ukraine
Это любовь,Scriptonite,2021-03-22,"3,081",116,Ukraine
Roses - Imanbek Remix,SAINt JHN,2021-03-22,"3,069",117,Ukraine
Не жалея,Miyagi & Andy Panda,2021-03-22,"3,062",118,Ukraine
Истеричка,Artik & Asti,2021-03-22,"3,055",119,Ukraine
ODIUM,"LXST CXNTURY, Kingpin Skinny Pimp",2021-03-22,"3,039",120,Ukraine
Yamakasi,Miyagi & Andy Panda,2021-03-22,"3,033",121,Ukraine
Pesetas,Rilès,2021-03-22,"3,024",122,Ukraine
El Problema - prod. SLAVA MARLOW,"MORGENSHTERN, Timati",2021-03-22,"2,979",123,Ukraine
ROCKSTAR (feat. Roddy Ricch),DaBaby,2021-03-22,"2,963",124,Ukraine
СПАСАТЕЛЬНЫЙ КРУГ,FACE,2021-03-22,"2,948",125,Ukraine
Рискк,"PHARAOH, 39",2021-03-22,"2,943",126,Ukraine
FOR MULA,OBLADAET,2021-03-22,"2,933",127,Ukraine
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-03-22,"2,929",128,Ukraine
Brooklyn,"Miyagi & Andy Panda, TumaniYO",2021-03-22,"2,929",129,Ukraine
Горький вкус,Султан Лагучев,2021-03-22,"2,903",130,Ukraine
HIGHEST IN THE ROOM,Travis Scott,2021-03-22,"2,889",131,Ukraine
What’s Next,Drake,2021-03-22,"2,889",132,Ukraine
DREAM GARDEN,GONE.Fludd,2021-03-22,"2,879",133,Ukraine
Море,"MAYOT, FEDUK",2021-03-22,"2,875",134,Ukraine
СОК,GONE.Fludd,2021-03-22,"2,862",135,Ukraine
Prisoner (feat. Dua Lipa),Miley Cyrus,2021-03-22,"2,846",136,Ukraine
Block Baby,kizaru,2021-03-22,"2,828",137,Ukraine
ERRDAY,Big Baby Tape,2021-03-22,"2,788",138,Ukraine
Амфибия,Krovostok,2021-03-22,"2,785",139,Ukraine
Разная дрянь,CAPTOWN,2021-03-22,"2,782",140,Ukraine
Лилии,МОТ,2021-03-22,"2,779",141,Ukraine
Поболело и прошло,HENSY,2021-03-22,"2,770",142,Ukraine
Hayloft,Mother Mother,2021-03-22,"2,768",143,Ukraine
HOLIDAY,Lil Nas X,2021-03-22,"2,764",144,Ukraine
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-03-22,"2,760",145,Ukraine
Goosebumps,HVME,2021-03-22,"2,750",146,Ukraine
Gimme The Loot,Big Baby Tape,2021-03-22,"2,713",147,Ukraine
Money long,kizaru,2021-03-22,"2,713",148,Ukraine
Jocelyn Flores,XXXTENTACION,2021-03-22,"2,706",149,Ukraine
Не по пути,PHARAOH,2021-03-22,"2,701",150,Ukraine
Джинсы [prod. by Sqweezey],"MAYOT, OG Buda",2021-03-22,"2,681",151,Ukraine
As I Am (feat. Khalid),Justin Bieber,2021-03-22,"2,649",152,Ukraine
Я так соскучился,Pornofilmy,2021-03-22,"2,643",153,Ukraine
Can You Feel My Heart,Bring Me The Horizon,2021-03-22,"2,634",154,Ukraine
Watermelon Sugar,Harry Styles,2021-03-22,"2,618",155,Ukraine
I Got Love,"MiyaGi & Endspiel, Rem Digga",2021-03-22,"2,608",156,Ukraine
Злой,"SLAVA MARLOW, Eldzhey",2021-03-22,"2,607",157,Ukraine
Blood // Water,grandson,2021-03-22,"2,606",158,Ukraine
Бандана,Платина,2021-03-22,"2,594",159,Ukraine
Dynamite,BTS,2021-03-22,"2,582",160,Ukraine
Как дела,T-Fest,2021-03-22,"2,579",161,Ukraine
