Song,Artist,Date,Streams,Rank,Country
Malibu,Miley Cyrus,2017-05-17,"1,158",17,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-05-17,"1,066",18,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-05-17,"1,051",19,Luxembourg
Believer,Imagine Dragons,2017-05-17,"1,048",20,Luxembourg
Passionfruit,Drake,2017-05-17,"1,040",21,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-05-13,"2,971",1,Luxembourg
Shape of You,Ed Sheeran,2017-05-13,"2,386",2,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-13,"2,222",3,Luxembourg
Mask Off,Future,2017-05-13,"1,888",4,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-13,"1,810",5,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-13,"1,666",6,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-13,"1,622",7,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-13,"1,600",8,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-13,"1,590",9,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-13,"1,483",10,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-13,"1,435",11,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-13,"1,414",12,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-13,"1,265",13,Luxembourg
Passionfruit,Drake,2017-05-13,"1,134",14,Luxembourg
Attention,Charlie Puth,2017-05-13,"1,134",15,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-05-13,"1,113",16,Luxembourg
Galway Girl,Ed Sheeran,2017-05-13,"1,104",17,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-05-13,"1,065",18,Luxembourg
Slide (feat. Frank Ocean & Migos),Calvin Harris,2017-05-13,"1,060",19,Luxembourg
Scared to Be Lonely,"Martin Garrix, Dua Lipa",2017-05-13,"1,025",20,Luxembourg
You Don't Know Me - Radio Edit,"Jax Jones, RAYE",2017-05-13,"1,017",21,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-05-19,"3,023",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-19,"2,281",2,Luxembourg
Shape of You,Ed Sheeran,2017-05-19,"2,174",3,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-19,"1,793",4,Luxembourg
Mask Off,Future,2017-05-19,"1,779",5,Luxembourg
Bad Liar,Selena Gomez,2017-05-19,"1,713",6,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-19,"1,688",7,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-19,"1,562",8,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-19,"1,554",9,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-19,"1,528",10,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-19,"1,514",11,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-19,"1,436",12,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-19,"1,416",13,Luxembourg
Attention,Charlie Puth,2017-05-19,"1,408",14,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-19,"1,392",15,Luxembourg
Thunder,Imagine Dragons,2017-05-19,"1,337",16,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-05-19,"1,105",17,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-05-19,"1,102",18,Luxembourg
Malibu,Miley Cyrus,2017-05-19,"1,072",19,Luxembourg
Galway Girl,Ed Sheeran,2017-05-19,"1,063",20,Luxembourg
Passionfruit,Drake,2017-05-19,"1,023",21,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-05-15,"2,908",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-15,"2,238",2,Luxembourg
Shape of You,Ed Sheeran,2017-05-15,"2,001",3,Luxembourg
Mask Off,Future,2017-05-15,"1,730",4,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-15,"1,645",5,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-15,"1,573",6,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-15,"1,559",7,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-15,"1,540",8,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-15,"1,512",9,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-15,"1,503",10,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-15,"1,396",11,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-15,"1,393",12,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-15,"1,387",13,Luxembourg
Attention,Charlie Puth,2017-05-15,"1,121",14,Luxembourg
Thunder,Imagine Dragons,2017-05-15,"1,113",15,Luxembourg
Malibu,Miley Cyrus,2017-05-15,"1,111",16,Luxembourg
Passionfruit,Drake,2017-05-15,"1,084",17,Luxembourg
Believer,Imagine Dragons,2017-05-15,"1,072",18,Luxembourg
Amar Pelos Dois,Salvador Sobral,2017-05-15,"1,043",19,Luxembourg
Sign of the Times,Harry Styles,2017-05-15,"1,039",20,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-05-15,"1,023",21,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-05-15,"1,008",22,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-05-20,"3,043",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-20,"2,233",2,Luxembourg
Shape of You,Ed Sheeran,2017-05-20,"2,225",3,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-20,"1,923",4,Luxembourg
Mask Off,Future,2017-05-20,"1,825",5,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-20,"1,644",6,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-20,"1,596",7,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-20,"1,522",8,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-20,"1,517",9,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-20,"1,486",10,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-20,"1,483",11,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-20,"1,482",12,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-20,"1,447",13,Luxembourg
Bad Liar,Selena Gomez,2017-05-20,"1,442",14,Luxembourg
Thunder,Imagine Dragons,2017-05-20,"1,281",15,Luxembourg
Attention,Charlie Puth,2017-05-20,"1,245",16,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-05-20,"1,213",17,Luxembourg
Sign of the Times,Harry Styles,2017-05-20,"1,131",18,Luxembourg
Malibu,Miley Cyrus,2017-05-20,"1,126",19,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-05-20,"1,100",20,Luxembourg
Passionfruit,Drake,2017-05-20,"1,071",21,Luxembourg
Galway Girl,Ed Sheeran,2017-05-20,"1,035",22,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-05-20,"1,025",23,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-05-18,"2,957",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-18,"2,245",2,Luxembourg
Shape of You,Ed Sheeran,2017-05-18,"2,117",3,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-18,"1,734",4,Luxembourg
Mask Off,Future,2017-05-18,"1,675",5,Luxembourg
Bad Liar,Selena Gomez,2017-05-18,"1,630",6,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-18,"1,567",7,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-18,"1,486",8,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-18,"1,473",9,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-18,"1,471",10,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-18,"1,430",11,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-18,"1,390",12,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-18,"1,389",13,Luxembourg
Attention,Charlie Puth,2017-05-18,"1,284",14,Luxembourg
Thunder,Imagine Dragons,2017-05-18,"1,281",15,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-18,"1,273",16,Luxembourg
Malibu,Miley Cyrus,2017-05-18,"1,166",17,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-05-18,"1,117",18,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-05-18,"1,078",19,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-05-21,"2,609",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-21,"2,016",2,Luxembourg
Shape of You,Ed Sheeran,2017-05-21,"1,818",3,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-21,"1,569",4,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-21,"1,562",5,Luxembourg
Bad Liar,Selena Gomez,2017-05-21,"1,499",6,Luxembourg
Mask Off,Future,2017-05-21,"1,494",7,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-21,"1,430",8,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-21,"1,377",9,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-21,"1,314",10,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-21,"1,296",11,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-21,"1,288",12,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-21,"1,272",13,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-21,"1,231",14,Luxembourg
Attention,Charlie Puth,2017-05-21,"1,200",15,Luxembourg
Thunder,Imagine Dragons,2017-05-21,"1,193",16,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-05-21,"1,044",17,Luxembourg
Sign of the Times,Harry Styles,2017-05-21,"1,020",18,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-05-22,"2,813",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-22,"2,080",2,Luxembourg
Shape of You,Ed Sheeran,2017-05-22,"1,817",3,Luxembourg
Mask Off,Future,2017-05-22,"1,716",4,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-22,"1,699",5,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-22,"1,691",6,Luxembourg
Bad Liar,Selena Gomez,2017-05-22,"1,570",7,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-22,"1,497",8,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-22,"1,494",9,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-22,"1,472",10,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-22,"1,352",11,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-22,"1,327",12,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-22,"1,325",13,Luxembourg
Thunder,Imagine Dragons,2017-05-22,"1,322",14,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-22,"1,303",15,Luxembourg
Attention,Charlie Puth,2017-05-22,"1,263",16,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-05-22,"1,074",17,Luxembourg
Malibu,Miley Cyrus,2017-05-22,"1,071",18,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-05-22,"1,041",19,Luxembourg
Sign of the Times,Harry Styles,2017-05-22,"1,022",20,Luxembourg
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2017-05-22,"1,006",21,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-05-23,"2,687",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-23,"2,128",2,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-23,"1,754",3,Luxembourg
Shape of You,Ed Sheeran,2017-05-23,"1,729",4,Luxembourg
Mask Off,Future,2017-05-23,"1,633",5,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-23,"1,572",6,Luxembourg
Bad Liar,Selena Gomez,2017-05-23,"1,504",7,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-23,"1,499",8,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-23,"1,464",9,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-23,"1,462",10,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-23,"1,441",11,Luxembourg
Thunder,Imagine Dragons,2017-05-23,"1,422",12,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-23,"1,382",13,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-23,"1,375",14,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-23,"1,329",15,Luxembourg
Attention,Charlie Puth,2017-05-23,"1,327",16,Luxembourg
Malibu,Miley Cyrus,2017-05-23,"1,179",17,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-05-23,"1,179",18,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-05-23,"1,100",19,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-05-24,"3,001",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-24,"2,232",2,Luxembourg
Shape of You,Ed Sheeran,2017-05-24,"1,925",3,Luxembourg
Mask Off,Future,2017-05-24,"1,734",4,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-24,"1,703",5,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-24,"1,687",6,Luxembourg
Bad Liar,Selena Gomez,2017-05-24,"1,620",7,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-24,"1,522",8,Luxembourg
Thunder,Imagine Dragons,2017-05-24,"1,518",9,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-24,"1,485",10,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-24,"1,469",11,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-24,"1,452",12,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-24,"1,448",13,Luxembourg
Attention,Charlie Puth,2017-05-24,"1,437",14,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-24,"1,435",15,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-24,"1,434",16,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-05-24,"1,245",17,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-05-24,"1,199",18,Luxembourg
Malibu,Miley Cyrus,2017-05-24,"1,125",19,Luxembourg
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2017-05-24,"1,088",20,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-05-24,"1,061",21,Luxembourg
Sign of the Times,Harry Styles,2017-05-24,"1,022",22,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-05-26,"3,220",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-26,"2,338",2,Luxembourg
Shape of You,Ed Sheeran,2017-05-26,"2,056",3,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-26,"1,782",4,Luxembourg
Mask Off,Future,2017-05-26,"1,763",5,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-26,"1,756",6,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-26,"1,674",7,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-26,"1,662",8,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-26,"1,589",9,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-26,"1,582",10,Luxembourg
Thunder,Imagine Dragons,2017-05-26,"1,510",11,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-26,"1,495",12,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-26,"1,413",13,Luxembourg
Attention,Charlie Puth,2017-05-26,"1,383",14,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-26,"1,312",15,Luxembourg
Bad Liar,Selena Gomez,2017-05-26,"1,303",16,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-05-26,"1,232",17,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-05-26,"1,220",18,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-05-26,"1,168",19,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-05-26,"1,146",20,Luxembourg
Malibu,Miley Cyrus,2017-05-26,"1,143",21,Luxembourg
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2017-05-26,"1,081",22,Luxembourg
Mama,"Jonas Blue, William Singe",2017-05-26,"1,040",23,Luxembourg
Slide (feat. Frank Ocean & Migos),Calvin Harris,2017-05-26,"1,010",24,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-05-29,"2,143",1,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-29,"1,976",2,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-29,"1,934",3,Luxembourg
Shape of You,Ed Sheeran,2017-05-29,"1,647",4,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-29,"1,510",5,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-29,"1,493",6,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-29,"1,422",7,Luxembourg
Thunder,Imagine Dragons,2017-05-29,"1,347",8,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-29,"1,329",9,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-29,"1,311",10,Luxembourg
Mask Off,Future,2017-05-29,"1,309",11,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-29,"1,284",12,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-29,"1,263",13,Luxembourg
Attention,Charlie Puth,2017-05-29,"1,189",14,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-05-29,"1,129",15,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-05-29,"1,067",16,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-29,"1,067",17,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-05-29,"1,061",18,Luxembourg
Bad Liar,Selena Gomez,2017-05-29,"1,016",19,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-06-01,"2,806",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-06-01,"2,056",2,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-06-01,"1,736",3,Luxembourg
Shape of You,Ed Sheeran,2017-06-01,"1,724",4,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-06-01,"1,699",5,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-06-01,"1,574",6,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-06-01,"1,561",7,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-06-01,"1,464",8,Luxembourg
Thunder,Imagine Dragons,2017-06-01,"1,421",9,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-06-01,"1,420",10,Luxembourg
Mask Off,Future,2017-06-01,"1,404",11,Luxembourg
Attention,Charlie Puth,2017-06-01,"1,394",12,Luxembourg
HUMBLE.,Kendrick Lamar,2017-06-01,"1,365",13,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-06-01,"1,268",14,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-06-01,"1,263",15,Luxembourg
Stay (with Alessia Cara),Zedd,2017-06-01,"1,235",16,Luxembourg
Strip That Down,"Liam Payne, Quavo",2017-06-01,"1,178",17,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-06-01,"1,151",18,Luxembourg
Mama,"Jonas Blue, William Singe",2017-06-01,"1,127",19,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-06-01,"1,124",20,Luxembourg
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2017-06-01,"1,094",21,Luxembourg
Bad Liar,Selena Gomez,2017-06-01,"1,072",22,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-06-01,"1,045",23,Luxembourg
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",2017-05-25,"3,017",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-25,"2,262",2,Luxembourg
Shape of You,Ed Sheeran,2017-05-25,"2,003",3,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-25,"1,862",4,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-25,"1,761",5,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-25,"1,614",6,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-25,"1,604",7,Luxembourg
Bad Liar,Selena Gomez,2017-05-25,"1,582",8,Luxembourg
Mask Off,Future,2017-05-25,"1,566",9,Luxembourg
Attention,Charlie Puth,2017-05-25,"1,545",10,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-25,"1,508",11,Luxembourg
Thunder,Imagine Dragons,2017-05-25,"1,495",12,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-25,"1,434",13,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-25,"1,429",14,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-25,"1,421",15,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-25,"1,367",16,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-05-25,"1,229",17,Luxembourg
Malibu,Miley Cyrus,2017-05-25,"1,216",18,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-05-25,"1,215",19,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-05-25,"1,207",20,Luxembourg
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2017-05-25,"1,206",21,Luxembourg
Sign of the Times,Harry Styles,2017-05-25,"1,003",22,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-27,"5,311",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-27,"2,347",2,Luxembourg
Shape of You,Ed Sheeran,2017-05-27,"2,069",3,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-27,"1,745",4,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-27,"1,584",5,Luxembourg
Mask Off,Future,2017-05-27,"1,576",6,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-27,"1,561",7,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-27,"1,533",8,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-27,"1,532",9,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-27,"1,503",10,Luxembourg
Thunder,Imagine Dragons,2017-05-27,"1,462",11,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-05-27,"1,445",12,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-27,"1,377",13,Luxembourg
Attention,Charlie Puth,2017-05-27,"1,331",14,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-27,"1,267",15,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-05-27,"1,222",16,Luxembourg
Bad Liar,Selena Gomez,2017-05-27,"1,188",17,Luxembourg
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2017-05-27,"1,147",18,Luxembourg
First Time,"Kygo, Ellie Goulding",2017-05-27,"1,125",19,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-05-27,"1,103",20,Luxembourg
Slide (feat. Frank Ocean & Migos),Calvin Harris,2017-05-27,"1,052",21,Luxembourg
Mama,"Jonas Blue, William Singe",2017-05-27,"1,003",22,Luxembourg
Malibu,Miley Cyrus,2017-05-27,"1,003",23,Luxembourg
Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-05-28,"4,494",1,Luxembourg
I'm the One,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",2017-05-28,"2,016",2,Luxembourg
Shape of You,Ed Sheeran,2017-05-28,"1,713",3,Luxembourg
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2017-05-28,"1,619",4,Luxembourg
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-28,"1,497",5,Luxembourg
It Ain't Me (with Selena Gomez),Kygo,2017-05-28,"1,412",6,Luxembourg
Unforgettable,"French Montana, Swae Lee",2017-05-28,"1,410",7,Luxembourg
Something Just Like This,"The Chainsmokers, Coldplay",2017-05-28,"1,373",8,Luxembourg
Symphony (feat. Zara Larsson),Clean Bandit,2017-05-28,"1,312",9,Luxembourg
Thunder,Imagine Dragons,2017-05-28,"1,311",10,Luxembourg
Mask Off,Future,2017-05-28,"1,258",11,Luxembourg
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),Enrique Iglesias,2017-05-28,"1,231",12,Luxembourg
Attention,Charlie Puth,2017-05-28,"1,219",13,Luxembourg
HUMBLE.,Kendrick Lamar,2017-05-28,"1,188",14,Luxembourg
Bad Liar,Selena Gomez,2017-05-28,"1,132",15,Luxembourg
Stay (with Alessia Cara),Zedd,2017-05-28,"1,098",16,Luxembourg
There for You,"Martin Garrix, Troye Sivan",2017-05-28,"1,049",17,Luxembourg
No Promises (feat. Demi Lovato),Cheat Codes,2017-05-28,"1,002",18,Luxembourg
