Song,Artist,Date,Streams,Rank,Country
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-07-02,"2,034",12,Luxembourg
Kiss Me More (feat. SZA),Doja Cat,2021-07-02,"1,960",13,Luxembourg
Lieben wir,Shirin David,2021-07-02,"1,868",14,Luxembourg
Bobo,Aya Nakamura,2021-07-02,"1,803",15,Luxembourg
La kiffance,Naps,2021-07-02,"1,791",16,Luxembourg
Petrouchka (feat. PLK),Soso Maness,2021-07-02,"1,786",17,Luxembourg
ZITTI E BUONI,Måneskin,2021-07-02,"1,727",18,Luxembourg
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,2021-07-02,"1,703",19,Luxembourg
ARRIVED,"Luciano, Headie One",2021-07-02,"1,678",20,Luxembourg
Ramenez la coupe à la maison,Vegedream,2021-07-02,"1,653",21,Luxembourg
Daniel Lee,Ufo361,2021-07-02,"1,616",22,Luxembourg
Astronaut In The Ocean,Masked Wolf,2021-07-02,"1,601",23,Luxembourg
SCHMETTERLING,Luciano,2021-07-02,"1,563",24,Luxembourg
The Business,Tiësto,2021-07-02,"1,537",25,Luxembourg
You Right,"Doja Cat, The Weeknd",2021-07-02,"1,496",26,Luxembourg
Rasputin,"Majestic, Boney M.",2021-07-02,"1,421",27,Luxembourg
Cover Me In Sunshine,"P!nk, Willow Sage Hart",2021-07-02,"1,303",28,Luxembourg
SOLL KOMMEN WER WILL,"Luciano, Lucio101",2021-07-02,"1,301",29,Luxembourg
Blinding Lights,The Weeknd,2021-07-02,"1,295",30,Luxembourg
Your Love (9PM),"ATB, Topic, A7S",2021-07-02,"1,293",31,Luxembourg
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,2021-07-02,"1,287",32,Luxembourg
KAMPFSPORT,"Farid Bang, Capital Bra",2021-07-02,"1,285",33,Luxembourg
RAPSTAR,Polo G,2021-07-02,"1,259",34,Luxembourg
King Sonny Black,Bushido,2021-07-02,"1,250",35,Luxembourg
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-07-02,"1,236",36,Luxembourg
Todo De Ti,Rauw Alejandro,2021-07-02,"1,227",37,Luxembourg
Yonaguni,Bad Bunny,2021-07-02,"1,196",38,Luxembourg
Run,OneRepublic,2021-07-02,"1,185",39,Luxembourg
Wasted Love (feat. Lagique),Ofenbach,2021-07-02,"1,164",40,Luxembourg
MMH JA,"Luciano, Summer Cem",2021-07-02,"1,163",41,Luxembourg
Girls Like Us,Zoe Wees,2021-07-02,"1,145",42,Luxembourg
OFFICIEL,"Luciano, Ufo361",2021-07-02,"1,143",43,Luxembourg
Watermelon Sugar,Harry Styles,2021-07-02,"1,139",44,Luxembourg
Wasting Time ( feat. Drake ),Brent Faiyaz,2021-07-02,"1,137",45,Luxembourg
Goosebumps - Remix,"Travis Scott, HVME",2021-07-02,"1,119",46,Luxembourg
GIVE ME SOMETHING,Luciano,2021-07-02,"1,113",47,Luxembourg
HAINE&SEX,Gazo,2021-07-02,"1,112",48,Luxembourg
DRILLA,Luciano,2021-07-02,"1,106",49,Luxembourg
KIDS FROM THE BLOCK,Luciano,2021-07-02,"1,095",50,Luxembourg
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions",2021-07-02,"1,093",51,Luxembourg
Heat Waves,Glass Animals,2021-07-02,"1,089",52,Luxembourg
Le temps,Tayc,2021-07-02,"1,079",53,Luxembourg
Calabria (feat. Lujavo & Nito-Onna),"DMNDS, Strange Fruits Music, Fallen Roses",2021-07-02,"1,070",54,Luxembourg
drivers license,Olivia Rodrigo,2021-07-02,"1,068",55,Luxembourg
Head & Heart (feat. MNEK),Joel Corry,2021-07-02,"1,062",56,Luxembourg
Nice To Meet Ya (feat. Yxng Bane),Wes Nelson,2021-07-02,"1,058",57,Luxembourg
deja vu,Olivia Rodrigo,2021-07-02,"1,050",58,Luxembourg
A Un Paso De La Luna - Remix,"Reik, Rocco Hunt, Ana Mena",2021-07-02,"1,048",59,Luxembourg
NICHT MEHR HIER,"Luciano, Yung Hurn",2021-07-02,"1,046",60,Luxembourg
Save Your Tears,The Weeknd,2021-07-02,"1,031",61,Luxembourg
Mood (feat. iann dior),24kGoldn,2021-07-02,"1,030",62,Luxembourg
PEPPERMINT,Luciano,2021-07-02,"1,029",63,Luxembourg
Arcade,Duncan Laurence,2021-07-02,"1,021",64,Luxembourg
BENIM HAYALLER,"Luciano, Ezhel",2021-07-02,"1,019",65,Luxembourg
INTRO,Luciano,2021-07-02,"1,015",66,Luxembourg
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,2021-07-02,"1,013",67,Luxembourg
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,2021-07-02,"1,002",68,Luxembourg
Beggin',Måneskin,2021-07-09,"5,013",1,Luxembourg
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-07-09,"3,316",2,Luxembourg
good 4 u,Olivia Rodrigo,2021-07-09,"3,126",3,Luxembourg
MONTERO (Call Me By Your Name),Lil Nas X,2021-07-09,"3,084",4,Luxembourg
STAY (with Justin Bieber),The Kid LAROI,2021-07-09,"2,996",5,Luxembourg
Bad Habits,Ed Sheeran,2021-07-09,"2,936",6,Luxembourg
Sommergewitter,Pashanim,2021-07-09,"2,755",7,Luxembourg
I WANNA BE YOUR SLAVE,Måneskin,2021-07-09,"2,622",8,Luxembourg
Levitating (feat. DaBaby),Dua Lipa,2021-07-09,"2,192",9,Luxembourg
Dinero,Trinidad Cardona,2021-07-09,"2,159",10,Luxembourg
Dis moi comment.,Tayc,2021-07-09,"2,120",11,Luxembourg
Iko Iko (My Bestie),"Justin Wellington, Small Jam",2021-07-09,"2,042",12,Luxembourg
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-07-09,"1,941",13,Luxembourg
Kiss Me More (feat. SZA),Doja Cat,2021-07-09,"1,937",14,Luxembourg
NDA,Billie Eilish,2021-07-09,"1,853",15,Luxembourg
La kiffance,Naps,2021-07-09,"1,710",16,Luxembourg
Petrouchka (feat. PLK),Soso Maness,2021-07-09,"1,674",17,Luxembourg
Love Tonight - Edit,Shouse,2021-07-09,"1,641",18,Luxembourg
Permission to Dance,BTS,2021-07-09,"1,602",19,Luxembourg
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,2021-07-09,"1,599",20,Luxembourg
Astronaut In The Ocean,Masked Wolf,2021-07-09,"1,589",21,Luxembourg
ZITTI E BUONI,Måneskin,2021-07-09,"1,500",22,Luxembourg
The Business,Tiësto,2021-07-09,"1,431",23,Luxembourg
Bobo,Aya Nakamura,2021-07-09,"1,417",24,Luxembourg
Motley Crew,Post Malone,2021-07-09,"1,410",25,Luxembourg
Ramenez la coupe à la maison,Vegedream,2021-07-09,"1,409",26,Luxembourg
Blinding Lights,The Weeknd,2021-07-09,"1,323",27,Luxembourg
Todo De Ti,Rauw Alejandro,2021-07-09,"1,319",28,Luxembourg
Cover Me In Sunshine,"P!nk, Willow Sage Hart",2021-07-09,"1,318",29,Luxembourg
Rasputin,"Majestic, Boney M.",2021-07-09,"1,304",30,Luxembourg
Your Love (9PM),"ATB, Topic, A7S",2021-07-09,"1,275",31,Luxembourg
Die zwei kenn ich,"Capital Bra, King Khalil",2021-07-09,"1,263",32,Luxembourg
Goosebumps - Remix,"Travis Scott, HVME",2021-07-09,"1,259",33,Luxembourg
Nice To Meet Ya (feat. Yxng Bane),Wes Nelson,2021-07-09,"1,222",34,Luxembourg
Lieben wir,Shirin David,2021-07-09,"1,214",35,Luxembourg
Calabria (feat. Lujavo & Nito-Onna),"DMNDS, Strange Fruits Music, Fallen Roses",2021-07-09,"1,206",36,Luxembourg
Yonaguni,Bad Bunny,2021-07-09,"1,202",37,Luxembourg
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,2021-07-09,"1,191",38,Luxembourg
Wasted Love (feat. Lagique),Ofenbach,2021-07-09,"1,175",39,Luxembourg
RAPSTAR,Polo G,2021-07-09,"1,175",40,Luxembourg
Butter,BTS,2021-07-09,"1,162",41,Luxembourg
Run,OneRepublic,2021-07-09,"1,157",42,Luxembourg
Le temps,Tayc,2021-07-09,"1,153",43,Luxembourg
Watermelon Sugar,Harry Styles,2021-07-09,"1,144",44,Luxembourg
SCHMETTERLING,Luciano,2021-07-09,"1,129",45,Luxembourg
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne, Russ Millions",2021-07-09,"1,111",46,Luxembourg
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",2021-07-09,"1,108",47,Luxembourg
Never Going Home,Kungs,2021-07-09,"1,092",48,Luxembourg
Mood (feat. iann dior),24kGoldn,2021-07-09,"1,089",49,Luxembourg
Follow You,Imagine Dragons,2021-07-09,"1,036",50,Luxembourg
HAINE&SEX,Gazo,2021-07-09,"1,034",51,Luxembourg
A Un Paso De La Luna - Remix,"Reik, Rocco Hunt, Ana Mena",2021-07-09,"1,028",52,Luxembourg
drivers license,Olivia Rodrigo,2021-07-09,"1,023",53,Luxembourg
deja vu,Olivia Rodrigo,2021-07-09,"1,011",54,Luxembourg
Floating Through Space,"Sia, David Guetta",2021-07-09,"1,001",55,Luxembourg
Beggin',Måneskin,2021-07-16,"4,645",1,Luxembourg
STAY (with Justin Bieber),The Kid LAROI,2021-07-16,"3,353",2,Luxembourg
Bad Habits,Ed Sheeran,2021-07-16,"3,127",3,Luxembourg
good 4 u,Olivia Rodrigo,2021-07-16,"2,988",4,Luxembourg
MONTERO (Call Me By Your Name),Lil Nas X,2021-07-16,"2,899",5,Luxembourg
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers",2021-07-16,"2,771",6,Luxembourg
I WANNA BE YOUR SLAVE,Måneskin,2021-07-16,"2,403",7,Luxembourg
Sommergewitter,Pashanim,2021-07-16,"2,359",8,Luxembourg
Tell The Vision (feat. Kanye West & Pusha T),Pop Smoke,2021-07-16,"2,233",9,Luxembourg
Zukunft,RAF Camora,2021-07-16,"2,199",10,Luxembourg
Bout A Million (feat. 42 Dugg & 21 Savage),Pop Smoke,2021-07-16,"2,044",11,Luxembourg
More Time,Pop Smoke,2021-07-16,"1,984",12,Luxembourg
Levitating (feat. DaBaby),Dua Lipa,2021-07-16,"1,967",13,Luxembourg
Kiss Me More (feat. SZA),Doja Cat,2021-07-16,"1,883",14,Luxembourg
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,2021-07-16,"1,801",15,Luxembourg
Motley Crew,Post Malone,2021-07-16,"1,780",16,Luxembourg
Iko Iko (My Bestie),"Justin Wellington, Small Jam",2021-07-16,"1,774",17,Luxembourg
Dinero,Trinidad Cardona,2021-07-16,"1,703",18,Luxembourg
Coupe,Pop Smoke,2021-07-16,"1,653",19,Luxembourg
Brush Em (feat. Rah Swish),Pop Smoke,2021-07-16,"1,637",20,Luxembourg
Genius (feat. Lil Tjay & Swae Lee),Pop Smoke,2021-07-16,"1,617",21,Luxembourg
Manslaughter (feat. Rick Ross & The-Dream),Pop Smoke,2021-07-16,"1,593",22,Luxembourg
Love Tonight - Edit,Shouse,2021-07-16,"1,572",23,Luxembourg
Woo Baby (feat. Chris Brown),Pop Smoke,2021-07-16,"1,562",24,Luxembourg
La kiffance,Naps,2021-07-16,"1,477",25,Luxembourg
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,2021-07-16,"1,464",26,Luxembourg
Realität,RAF Camora,2021-07-16,"1,436",27,Luxembourg
Intro,RAF Camora,2021-07-16,"1,417",28,Luxembourg
What’s Crackin (feat. Takeoff),Pop Smoke,2021-07-16,"1,415",29,Luxembourg
Astronaut In The Ocean,Masked Wolf,2021-07-16,"1,408",30,Luxembourg
Mr. Jones (feat. Future),Pop Smoke,2021-07-16,"1,405",31,Luxembourg
Chromosom,RAF Camora,2021-07-16,"1,402",32,Luxembourg
Petrouchka (feat. PLK),Soso Maness,2021-07-16,"1,395",33,Luxembourg
Demeanor (feat. Dua Lipa),Pop Smoke,2021-07-16,"1,390",34,Luxembourg
30 (feat. Bizzy Banks),Pop Smoke,2021-07-16,"1,359",35,Luxembourg
Wenn es schlecht läuft,RAF Camora,2021-07-16,"1,353",36,Luxembourg
Good News,Pop Smoke,2021-07-16,"1,309",37,Luxembourg
Merci Beaucoup,Pop Smoke,2021-07-16,"1,304",38,Luxembourg
Beat The Speaker,Pop Smoke,2021-07-16,"1,300",39,Luxembourg
Benzin,"RAF Camora, Ufo361",2021-07-16,"1,269",40,Luxembourg
The Business,Tiësto,2021-07-16,"1,266",41,Luxembourg
"Top Shotta (feat. Pusha T, TRAVI & Beam)","Pop Smoke, The Neptunes",2021-07-16,"1,245",42,Luxembourg
ZITTI E BUONI,Måneskin,2021-07-16,"1,244",43,Luxembourg
Todo De Ti,Rauw Alejandro,2021-07-16,"1,201",44,Luxembourg
Run,OneRepublic,2021-07-16,"1,196",45,Luxembourg
Ramenez la coupe à la maison,Vegedream,2021-07-16,"1,188",46,Luxembourg
Blinding Lights,The Weeknd,2021-07-16,"1,176",47,Luxembourg
Rasputin,"Majestic, Boney M.",2021-07-16,"1,173",48,Luxembourg
Kapuze im Club,"RAF Camora, 187 Strassenbande, Gzuz, Maxwell, LX, Sa4",2021-07-16,"1,163",49,Luxembourg
Scusa,"RAF Camora, Ketama126",2021-07-16,"1,136",50,Luxembourg
Watermelon Sugar,Harry Styles,2021-07-16,"1,135",51,Luxembourg
Zombie,RAF Camora,2021-07-16,"1,121",52,Luxembourg
Pololo,"MHD, Tiakola",2021-07-16,"1,121",53,Luxembourg
